,symbol,date,open,high,low,close,volume,adj_close,prev_day_diff,50_day_moving_avg,10_day_volatility,s&p_index_open,s&p_index_high,s&p_index_low,s&p_index_close,s&p_index_volume,s&p_index_adj_close
87,AA,1962-05-07,0.00978097966342,0.00968436415382,0.00958659680158,0.00955490271384,160000,0.00040021289866,-0.016218,0.638594,0.030694,66.239998,66.559998,65.660004,66.019997,2530000.0,66.019997
88,AA,1962-05-08,0.00955495517895,0.00948088471276,0.00952432625279,0.00943157444867,168000,0.000395046907536,-0.007489,0.63787,0.031071,66.019997,66.129997,64.879997,65.169998,3020000.0,65.169998
89,AA,1962-05-09,0.00937000121807,0.00927744531121,0.00933759428725,0.00934939538642,158400,0.000391604752949,-0.00499,0.637046,0.030446,65.169998,65.169998,64.019997,64.260002,3670000.0,64.260002
90,AA,1962-05-10,0.00934944672311,0.00935881306393,0.00929608025606,0.00924666095577,198400,0.000387301714809,-0.006238,0.636198,0.031319,64.260002,64.389999,62.990002,63.57,4730000.0,63.57
91,AA,1962-05-11,0.00924671172835,0.0092367414151,0.00927532373847,0.00920555120528,100800,0.000385579947705,-0.002496,0.63485,0.028075,63.57,64.099998,62.439999,62.650002,4510000.0,62.650002
92,AA,1962-05-14,0.00920560175213,0.00919607755849,0.00908859177292,0.00928777070626,148800,0.000389023481913,0.004992,0.633478,0.018217,62.650002,63.310001,61.110001,63.099998,5990000.0,63.099998
93,AA,1962-05-15,0.00928782170458,0.00931814920732,0.00937910831844,0.00932884001802,198400,0.000392829856465,0.005518,0.632041,0.008385,63.41,64.870003,63.41,64.290001,4780000.0,64.290001
94,AA,1962-05-16,0.00932889124184,0.0092367414151,0.00908859177292,0.00908226239253,201600,0.000382446828238,-0.015052,0.630178,0.01899,64.290001,64.879997,63.82,64.269997,3360000.0,64.269997
95,AA,1962-05-17,0.00908231226242,0.00901295055378,0.00902632122414,0.00895897357979,150400,0.000377255314125,-0.007526,0.628215,0.020318,64.269997,64.410004,63.380001,63.93,2950000.0,63.93
96,AA,1962-05-18,0.00895902277271,0.00889087890495,0.00900560454695,0.00891790426803,86400,0.000375525269294,-0.002508,0.626202,0.017625,63.93,64.139999,63.290001,63.82,2490000.0,63.82
97,AA,1962-05-21,0.00891795323544,0.00891123036472,0.00900560454695,0.00891790426803,33600,0.000375525269294,0.0,0.624139,0.014046,63.82,64.0,63.209999,63.59,2260000.0,63.59
98,AA,1962-05-22,0.00891795323544,0.00889087890495,0.00900560454695,0.00895897357979,64000,0.000377255314125,0.002508,0.621826,0.008959,63.59,63.689999,62.259998,62.34,3640000.0,62.34
99,AA,1962-05-23,0.00893846827776,0.00885017500884,0.00896409051576,0.00889734889963,91200,0.000374660246879,-0.003762,0.619413,0.010265,62.34,62.419998,60.900002,61.110001,5450000.0,61.110001
100,AA,1962-05-24,0.00889739775417,0.00889087890495,0.00879807522741,0.0087123959543,110400,0.000366871596087,-0.011291,0.616749,0.018594,61.110001,61.790001,60.360001,60.619999,5250000.0,60.619999
101,AA,1962-05-25,0.00871244379329,0.00864673560728,0.00867357397024,0.00863021689205,115200,0.000363411506426,-0.005016,0.613985,0.020396,60.619999,60.98,59.0,59.470001,6380000.0,59.470001
102,AA,1962-05-28,0.0086302642798,0.00878915871588,0.00863210077546,0.0085480378298,203200,0.000359950726954,-0.005017,0.611046,0.021198,59.150002,59.150002,55.419998,55.5,9350000.0,55.5
103,AA,1962-05-29,0.00854808476631,0.00887052646861,0.0081548522644,0.00895897357979,289600,0.000377255314125,0.025086,0.609008,0.006146,55.5,58.290001,53.130001,58.080002,14750000.0,58.080002
104,AA,1962-05-31,0.00895902277271,0.00895193426083,0.00879807522741,0.00902063771237,129600,0.000379851760992,0.003764,0.606995,0.010286,58.799999,60.82,58.799999,59.630001,10710000.0,59.630001
105,AA,1962-06-01,0.00902068724388,0.00893158182448,0.00904707774173,0.00902063771237,184000,0.000379851760992,0.0,0.604783,0.00991,59.630001,59.959999,58.52,59.380001,5760000.0,59.380001
106,AA,1962-06-04,0.00902068724388,0.00903330201355,0.00906783525533,0.00900008333028,192000,0.000378986048766,-0.001255,0.602221,0.008153,59.119999,59.119999,57.139999,57.27,5380000.0,57.27
107,AA,1962-06-05,0.00900013274893,0.00911466976627,0.00906783525533,0.00906174746286,140800,0.000381582495633,0.003764,0.599809,0.011039,57.27,58.419998,56.330002,57.57,6140000.0,57.57
108,AA,1962-06-06,0.00912342223864,0.00911466976627,0.00921309303009,0.00918499682319,86400,0.000386772630126,0.007524,0.597548,0.017183,57.639999,59.169998,57.639999,58.389999,4190000.0,58.389999
109,AA,1962-06-07,0.0091439767336,0.00905365347332,0.00906783525533,0.00900008333028,57600,0.000378986048766,-0.011288,0.595311,0.005268,58.389999,58.900002,58.0,58.400002,2760000.0,58.400002
110,AA,1962-06-08,0.00900013274893,0.00905365347332,0.00906783525533,0.00912337214302,97600,0.00038417756288,0.007526,0.593274,0.010285,58.400002,58.970001,58.139999,58.450001,2560000.0,58.450001
111,AA,1962-06-11,0.00912342223864,0.00907400590966,0.00910934829051,0.00902063771237,140800,0.000379851760992,-0.006271,0.591361,0.001631,58.450001,58.580002,57.509998,57.82,2870000.0,57.82
112,AA,1962-06-12,0.00900013274893,0.00891123036472,0.0088395892586,0.00875350570479,134400,0.000368603020539,-0.016307,0.589297,0.01593,57.66,57.66,56.23,56.34,4690000.0,56.34
113,AA,1962-06-13,0.00875355376951,0.00870779096316,0.00867357397024,0.00858910714156,120000,0.000361680081974,-0.010036,0.587082,0.023708,56.34,56.799999,55.240002,55.5,5850000.0,55.5
114,AA,1962-06-14,0.00858915430358,0.00858571931433,0.00842457145592,0.00834252951607,110400,0.000351297053747,-0.015052,0.584241,0.034621,55.5,56.0,54.119999,54.330002,6240000.0,54.330002
115,AA,1962-06-15,0.00834257532415,0.00854501541822,0.00834158422994,0.0085480378298,232000,0.000359950726954,0.012545,0.581626,0.019191,54.330002,55.959999,53.66,55.889999,7130000.0,55.889999
